order_item_id,order_id,product_id,quantity,unit_price,discount_pct,discount_amount,revenue
OI000439,O00177,P012,4,4334.39,5,866.8780000000002,16470.682
OI000440,O00178,P022,4,4361.46,0,0.0,17445.84
OI000441,O00178,P025,3,3313.96,20,1988.3760000000002,7953.504000000001
OI000442,O00179,P023,1,4843.38,0,0.0,4843.38
OI000443,O00179,P009,2,3999.66,5,399.966,7599.353999999999
OI000444,O00180,P024,4,1610.89,0,0.0,6443.56
OI000445,O00180,P012,1,4334.39,0,0.0,4334.39
OI000446,O00181,P010,4,807.05,0,0.0,3228.2
OI000447,O00182,P004,2,4673.83,0,0.0,9347.66
OI000448,O00182,P006,4,4360.1,5,872.0200000000001,16568.38
OI000449,O00182,P018,4,1368.7,0,0.0,5474.8
OI000450,O00183,P003,3,1860.27,10,558.081,5022.728999999999
OI000451,O00184,P020,3,1206.71,20,724.0260000000001,2896.1040000000003
OI000452,O00185,P001,3,415.5,5,62.325,1184.175
OI000453,O00185,P013,1,1344.44,15,201.666,1142.7740000000001
OI000454,O00185,P018,2,1368.7,10,273.74,2463.66
OI000455,O00185,P017,2,4037.12,15,1211.136,6863.103999999999
OI000456,O00186,P006,2,4360.1,0,0.0,8720.2
OI000457,O00186,P010,3,807.05,5,121.05749999999999,2300.0924999999997
OI000458,O00186,P005,1,4069.51,0,0.0,4069.51
OI000459,O00186,P014,3,4136.96,5,620.5440000000001,11790.336000000001
OI000460,O00187,P016,1,1733.4,0,0.0,1733.4
OI000461,O00187,P009,2,3999.66,15,1199.898,6799.422
OI000462,O00187,P021,4,1841.83,10,736.732,6630.588
OI000463,O00188,P015,1,2462.43,0,0.0,2462.43
OI000464,O00188,P010,1,807.05,5,40.3525,766.6975
OI000465,O00189,P020,4,1206.71,20,965.368,3861.472
OI000466,O00189,P011,4,4398.18,0,0.0,17592.72
OI000467,O00189,P014,2,4136.96,0,0.0,8273.92
OI000468,O00190,P020,2,1206.71,5,120.671,2292.7490000000003
OI000469,O00190,P011,2,4398.18,5,439.81800000000004,8356.542000000001
OI000470,O00190,P011,3,4398.18,15,1979.181,11215.359
OI000471,O00191,P019,2,410.22,0,0.0,820.44
OI000472,O00191,P013,3,1344.44,20,806.6640000000001,3226.656
OI000473,O00191,P013,3,1344.44,0,0.0,4033.32
OI000474,O00191,P019,2,410.22,10,82.04400000000001,738.3960000000001
OI000475,O00192,P022,1,4361.46,15,654.2189999999999,3707.241
OI000476,O00192,P015,2,2462.43,5,246.243,4678.616999999999
OI000477,O00193,P023,1,4843.38,20,968.676,3874.704
OI000478,O00193,P014,4,4136.96,0,0.0,16547.84
OI000479,O00193,P021,3,1841.83,0,0.0,5525.49
OI000480,O00194,P022,2,4361.46,15,1308.4379999999999,7414.482
OI000481,O00194,P014,4,4136.96,0,0.0,16547.84
OI000482,O00194,P015,4,2462.43,10,984.972,8864.748
OI000483,O00195,P018,4,1368.7,10,547.48,4927.32
OI000484,O00195,P002,3,3760.85,15,1692.3825,9590.1675
OI000485,O00195,P018,1,1368.7,0,0.0,1368.7
OI000486,O00195,P025,2,3313.96,15,994.188,5633.732
OI000487,O00196,P006,1,4360.1,10,436.01000000000005,3924.09
OI000488,O00196,P021,4,1841.83,20,1473.464,5893.856
OI000489,O00196,P011,4,4398.18,0,0.0,17592.72
OI000490,O00197,P004,3,4673.83,0,0.0,14021.49
OI000491,O00198,P015,3,2462.43,5,369.36449999999996,7017.925499999999
OI000492,O00198,P015,2,2462.43,0,0.0,4924.86
OI000493,O00199,P016,1,1733.4,0,0.0,1733.4
OI000494,O00200,P003,1,1860.27,20,372.05400000000003,1488.216
OI000495,O00200,P024,2,1610.89,0,0.0,3221.78
OI000496,O00200,P010,3,807.05,5,121.05749999999999,2300.0924999999997
OI000497,O00200,P007,4,4109.52,0,0.0,16438.08
OI000498,O00201,P004,4,4673.83,15,2804.298,15891.022
OI000499,O00201,P023,4,4843.38,0,0.0,19373.52
OI000500,O00201,P003,3,1860.27,0,0.0,5580.8099999999995
OI000501,O00201,P023,1,4843.38,0,0.0,4843.38
OI000502,O00202,P021,1,1841.83,15,276.2745,1565.5555
OI000503,O00202,P006,2,4360.1,10,872.0200000000001,7848.18
OI000504,O00202,P006,2,4360.1,0,0.0,8720.2
OI000505,O00203,P015,2,2462.43,20,984.972,3939.888
OI000506,O00203,P013,2,1344.44,0,0.0,2688.88
OI000507,O00203,P021,4,1841.83,5,368.366,6998.954
OI000508,O00203,P001,2,415.5,5,41.550000000000004,789.45
OI000509,O00204,P013,1,1344.44,15,201.666,1142.7740000000001
OI000510,O00204,P007,2,4109.52,0,0.0,8219.04
OI000511,O00204,P025,1,3313.96,10,331.396,2982.564
OI000512,O00204,P004,2,4673.83,0,0.0,9347.66
OI000513,O00205,P007,4,4109.52,0,0.0,16438.08
OI000514,O00205,P009,4,3999.66,10,1599.864,14398.776
OI000515,O00205,P021,3,1841.83,10,552.549,4972.941
OI000516,O00206,P020,4,1206.71,10,482.684,4344.156
OI000517,O00206,P004,3,4673.83,0,0.0,14021.49
OI000518,O00206,P015,2,2462.43,20,984.972,3939.888
OI000519,O00206,P022,3,4361.46,10,1308.438,11775.942000000001
OI000520,O00207,P022,2,4361.46,0,0.0,8722.92
OI000521,O00208,P008,3,1552.99,0,0.0,4658.97
OI000522,O00209,P012,2,4334.39,10,866.8780000000002,7801.902
OI000523,O00209,P013,4,1344.44,10,537.7760000000001,4839.984
OI000524,O00210,P019,4,410.22,5,82.04400000000001,1558.836
OI000525,O00210,P006,4,4360.1,15,2616.06,14824.340000000002
OI000526,O00211,P018,2,1368.7,5,136.87,2600.53
OI000527,O00211,P010,2,807.05,0,0.0,1614.1
OI000528,O00212,P015,1,2462.43,20,492.486,1969.944
OI000529,O00212,P012,1,4334.39,5,216.71950000000004,4117.6705
OI000530,O00212,P005,2,4069.51,20,1627.804,6511.216
OI000531,O00213,P018,4,1368.7,5,273.74,5201.06
OI000532,O00213,P022,4,4361.46,5,872.292,16573.548
OI000533,O00213,P023,4,4843.38,5,968.676,18404.844
OI000534,O00213,P006,1,4360.1,10,436.01000000000005,3924.09
OI000535,O00214,P025,2,3313.96,0,0.0,6627.92
OI000536,O00215,P009,2,3999.66,10,799.932,7199.388
OI000537,O00216,P006,4,4360.1,10,1744.0400000000002,15696.36
OI000538,O00216,P024,4,1610.89,10,644.3560000000001,5799.204000000001
OI000539,O00216,P017,1,4037.12,10,403.712,3633.408
OI000540,O00217,P009,3,3999.66,10,1199.898,10799.082
OI000541,O00218,P025,4,3313.96,10,1325.584,11930.256
OI000542,O00219,P014,1,4136.96,15,620.544,3516.416
OI000543,O00219,P021,2,1841.83,0,0.0,3683.66
OI000544,O00220,P015,3,2462.43,0,0.0,7387.289999999999
OI000545,O00221,P015,1,2462.43,20,492.486,1969.944
OI000546,O00222,P007,3,4109.52,20,2465.7120000000004,9862.848000000002
OI000547,O00222,P023,4,4843.38,0,0.0,19373.52
OI000548,O00223,P007,2,4109.52,20,1643.8080000000002,6575.232000000001
OI000549,O00223,P002,3,3760.85,10,1128.2549999999999,10154.295
OI000550,O00224,P020,2,1206.71,0,0.0,2413.42
OI000551,O00224,P023,3,4843.38,0,0.0,14530.14
OI000552,O00224,P019,3,410.22,20,246.13200000000003,984.528
OI000553,O00225,P005,4,4069.51,0,0.0,16278.04
OI000554,O00226,P021,2,1841.83,15,552.549,3131.111
OI000555,O00226,P005,2,4069.51,0,0.0,8139.02
OI000556,O00226,P023,3,4843.38,20,2906.0280000000002,11624.112
OI000557,O00227,P025,4,3313.96,5,662.792,12593.048
OI000558,O00227,P005,3,4069.51,15,1831.2795,10377.2505
OI000559,O00228,P013,4,1344.44,0,0.0,5377.76
OI000560,O00228,P021,1,1841.83,5,92.0915,1749.7385
OI000561,O00228,P017,3,4037.12,15,1816.704,10294.656
OI000562,O00228,P012,4,4334.39,5,866.8780000000002,16470.682
OI000563,O00229,P019,1,410.22,20,82.04400000000001,328.17600000000004
OI000564,O00229,P025,1,3313.96,15,497.094,2816.866
OI000565,O00229,P015,3,2462.43,20,1477.4579999999999,5909.831999999999
OI000566,O00230,P018,4,1368.7,0,0.0,5474.8
OI000567,O00231,P007,4,4109.52,0,0.0,16438.08
OI000568,O00231,P011,3,4398.18,0,0.0,13194.54
OI000569,O00231,P018,2,1368.7,10,273.74,2463.66
OI000570,O00231,P016,3,1733.4,15,780.0300000000001,4420.170000000001
OI000571,O00232,P002,1,3760.85,15,564.1274999999999,3196.7225
OI000572,O00233,P001,1,415.5,20,83.10000000000001,332.4
OI000573,O00233,P006,4,4360.1,5,872.0200000000001,16568.38
OI000574,O00233,P001,4,415.5,0,0.0,1662.0
OI000575,O00233,P023,2,4843.38,15,1453.014,8233.746000000001
OI000576,O00234,P006,3,4360.1,0,0.0,13080.300000000001
OI000577,O00234,P021,3,1841.83,0,0.0,5525.49
OI000578,O00234,P003,3,1860.27,15,837.1214999999999,4743.688499999999
OI000579,O00235,P002,4,3760.85,15,2256.5099999999998,12786.89
OI000580,O00235,P010,2,807.05,5,80.705,1533.395
OI000581,O00236,P023,1,4843.38,0,0.0,4843.38
OI000582,O00237,P016,1,1733.4,0,0.0,1733.4
OI000583,O00237,P019,2,410.22,10,82.04400000000001,738.3960000000001
OI000584,O00238,P001,1,415.5,15,62.324999999999996,353.175
OI000585,O00238,P011,1,4398.18,20,879.6360000000001,3518.5440000000003
OI000586,O00238,P014,2,4136.96,5,413.696,7860.224
OI000587,O00238,P003,2,1860.27,5,186.02700000000002,3534.513
OI000588,O00239,P024,1,1610.89,0,0.0,1610.89
OI000589,O00240,P012,3,4334.39,0,0.0,13003.170000000002
OI000590,O00240,P013,2,1344.44,15,403.332,2285.5480000000002
OI000591,O00240,P022,2,4361.46,0,0.0,8722.92
OI000592,O00241,P020,2,1206.71,5,120.671,2292.7490000000003
OI000593,O00242,P024,2,1610.89,15,483.267,2738.5130000000004
OI000594,O00242,P024,2,1610.89,5,161.08900000000003,3060.6910000000003
OI000595,O00242,P020,4,1206.71,20,965.368,3861.472
OI000596,O00243,P003,1,1860.27,0,0.0,1860.27
OI000597,O00243,P025,1,3313.96,10,331.396,2982.564
OI000598,O00244,P012,4,4334.39,0,0.0,17337.56
OI000599,O00244,P005,2,4069.51,0,0.0,8139.02
OI000600,O00244,P021,1,1841.83,0,0.0,1841.83
OI000601,O00244,P018,3,1368.7,20,821.2200000000001,3284.88
OI000602,O00245,P022,3,4361.46,0,0.0,13084.380000000001
OI000603,O00246,P024,4,1610.89,0,0.0,6443.56
OI000604,O00246,P021,1,1841.83,20,368.366,1473.464
OI000605,O00247,P016,4,1733.4,0,0.0,6933.6
OI000606,O00247,P008,4,1552.99,15,931.794,5280.166
OI000607,O00248,P017,1,4037.12,0,0.0,4037.12
OI000608,O00249,P005,4,4069.51,20,3255.608,13022.432
OI000609,O00249,P019,4,410.22,0,0.0,1640.88
OI000610,O00249,P018,2,1368.7,20,547.48,2189.92
OI000611,O00250,P025,1,3313.96,0,0.0,3313.96
OI000612,O00250,P019,1,410.22,0,0.0,410.22
OI000613,O00250,P009,2,3999.66,0,0.0,7999.32
OI000614,O00250,P002,4,3760.85,10,1504.3400000000001,13539.06
